0.0000, 0.0000, 0.0000
0.0000, 0.0000, -9.5125
0.0000, 0.0000, 0.0000
0.0000, 0.0000, 0.0000
0.0000, 0.0000, 0.0000
0.0000, 0.0000, 0.0000
0.0000, 0.0000, 0.0000
0.0000, 0.0000, 0.0000
0.0000, 0.0000, 0.0000
0.0000, 0.0000, 0.0000
0.0000, 0.0000, 0.0000
0.0000, 0.0000, 0.0000
0.0000, 0.0000, 0.0000
0.0000, 0.0000, 0.0000
0.0000, 0.0000, 0.0000
0.0000, 0.0000, 0.0000
0.0000, 0.0000, 0.0000
0.0000, 0.0000, 0.0000
0.0000, 0.0000, 0.0000
0.0000, 0.0000, 0.0000
0.0000, 0.0000, 0.0000
0.0000, 0.0000, 0.0000
0.0000, 0.0000, 0.0000
0.0000, 0.0000, 0.0000
0.0000, 0.0000, 0.0000
0.0000, 0.0000, 0.0000
0.0000, 0.0000, 0.0000
